iter	Passed	Remaining
3258	11277	2564
3259	11279	2560
3260	11283	2556
3261	11285	2553
3262	11287	2549
3263	11290	2545
3264	11291	2541
3265	11293	2538
3266	11297	2534
3267	11299	2531
3268	11302	2527
3269	11304	2523
3270	11306	2519
3271	11309	2516
3272	11312	2512
3273	11315	2509
3274	11317	2505
3275	11320	2501
3276	11322	2498
3277	11325	2494
3278	11328	2491
3279	11332	2487
3280	11336	2484
3281	11339	2480
3282	11342	2477
3283	11345	2473
3284	11348	2470
3285	11351	2466
3286	11353	2462
3287	11355	2458
3288	11358	2455
3289	11361	2451
3290	11363	2448
3291	11365	2444
3292	11368	2440
3293	11371	2437
3294	11374	2433
3295	11377	2430
3296	11381	2426
3297	11385	2423
3298	11390	2420
3299	11393	2416
3300	11398	2413
3301	11400	2409
3302	11404	2406
3303	11407	2403
3304	11411	2399
3305	11414	2396
3306	11418	2392
3307	11422	2389
3308	11425	2385
3309	11427	2382
3310	11430	2378
3311	11433	2375
3312	11436	2371
3313	11439	2367
3314	11442	2364
3315	11445	2360
3316	11448	2357
3317	11450	2353
3318	11454	2350
3319	11456	2346
3320	11459	2342
3321	11463	2339
3322	11466	2336
3323	11468	2332
3324	11471	2328
3325	11474	2325
3326	11477	2321
3327	11479	2318
3328	11483	2314
3329	11485	2310
3330	11488	2307
3331	11491	2303
3332	11494	2300
3333	11498	2296
3334	11501	2293
3335	11504	2289
3336	11506	2286
3337	11510	2282
3338	11512	2278
3339	11514	2275
3340	11517	2271
3341	11520	2268
3342	11523	2264
3343	11526	2261
3344	11527	2257
3345	11530	2253
3346	11538	2251
3347	11542	2247
3348	11544	2244
3349	11545	2240
3350	11548	2236
3351	11551	2233
3352	11554	2229
3353	11557	2225
3354	11562	2222
3355	11565	2219
3356	11569	2216
3357	11573	2212
3358	11577	2209
3359	11581	2205
3360	11584	2202
3361	11586	2198
3362	11592	2195
3363	11597	2192
3364	11600	2189
3365	11603	2185
3366	11604	2181
3367	11607	2178
3368	11610	2174
3369	11613	2171
3370	11616	2167
3371	11619	2163
3372	11622	2160
3373	11625	2156
3374	11626	2152
3375	11628	2149
3376	11631	2145
3377	11634	2142
3378	11637	2138
3379	11640	2135
3380	11643	2131
3381	11646	2128
3382	11649	2124
3383	11652	2121
3384	11653	2117
3385	11656	2113
3386	11659	2110
3387	11662	2106
3388	11663	2102
3389	11665	2099
3390	11668	2095
3391	11671	2092
3392	11674	2088
3393	11675	2084
3394	11678	2081
3395	11681	2077
3396	11684	2074
3397	11688	2070
3398	11691	2067
3399	11695	2063
3400	11697	2060
3401	11702	2056
3402	11705	2053
3403	11709	2050
3404	11714	2047
3405	11718	2043
3406	11722	2040
3407	11725	2036
3408	11728	2033
3409	11731	2029
3410	11734	2026
3411	11736	2022
3412	11740	2019
3413	11744	2015
3414	11747	2012
3415	11749	2008
3416	11754	2005
3417	11759	2002
3418	11762	1998
3419	11765	1995
3420	11770	1992
3421	11773	1988
3422	11776	1985
3423	11779	1981
3424	11782	1978
3425	11785	1974
3426	11788	1970
3427	11791	1967
3428	11793	1963
3429	11796	1960
3430	11799	1956
3431	11802	1953
3432	11805	1949
3433	11808	1946
3434	11811	1942
3435	11814	1939
3436	11815	1935
3437	11818	1931
3438	11821	1928
3439	11824	1924
3440	11827	1921
3441	11830	1917
3442	11832	1914
3443	11835	1910
3444	11838	1907
3445	11839	1903
3446	11842	1899
3447	11845	1896
3448	11848	1892
3449	11849	1889
3450	11852	1885
3451	11855	1881
3452	11858	1878
3453	11861	1874
3454	11864	1871
3455	11866	1867
3456	11869	1864
3457	11872	1860
3458	11876	1857
3459	11880	1854
3460	11884	1850
3461	11887	1847
3462	11890	1843
3463	11894	1840
3464	11898	1837
3465	11902	1833
3466	11906	1830
3467	11908	1826
3468	11911	1823
3469	11914	1819
3470	11917	1816
3471	11920	1812
3472	11923	1809
3473	11926	1805
3474	11928	1802
3475	11931	1798
3476	11934	1795
3477	11937	1791
3478	11938	1787
3479	11941	1784
3480	11944	1780
3481	11947	1777
3482	11950	1773
3483	11953	1770
3484	11956	1766
3485	11959	1763
3486	11962	1759
3487	11966	1756
3488	11970	1753
3489	11974	1749
3490	11978	1746
3491	11982	1743
3492	11985	1739
3493	11988	1736
3494	11991	1732
3495	11994	1729
3496	11997	1725
3497	11999	1722
3498	12002	1718
3499	12005	1715
3500	12008	1711
3501	12011	1708
3502	12014	1704
3503	12017	1701
3504	12020	1697
3505	12023	1694
3506	12026	1690
3507	12029	1687
3508	12031	1683
3509	12034	1680
3510	12037	1676
3511	12040	1673
3512	12043	1669
3513	12046	1666
3514	12049	1662
3515	12052	1659
3516	12055	1655
3517	12058	1652
3518	12061	1648
3519	12064	1645
3520	12067	1641
3521	12070	1638
3522	12072	1634
3523	12076	1631
3524	12078	1627
3525	12081	1624
3526	12084	1620
3527	12085	1616
3528	12089	1613
3529	12092	1610
3530	12095	1606
3531	12098	1603
3532	12101	1599
3533	12104	1596
3534	12106	1592
3535	12109	1589
3536	12112	1585
3537	12115	1582
3538	12118	1578
3539	12121	1575
3540	12124	1571
3541	12127	1568
3542	12130	1564
3543	12133	1561
3544	12136	1557
3545	12139	1554
3546	12142	1550
3547	12144	1547
3548	12148	1543
3549	12152	1540
3550	12155	1537
3551	12158	1533
3552	12161	1530
3553	12164	1526
3554	12166	1522
3555	12167	1519
3556	12170	1515
3557	12173	1512
3558	12175	1508
3559	12178	1505
3560	12180	1501
3561	12182	1498
3562	12183	1494
3563	12186	1490
3564	12189	1487
3565	12192	1483
3566	12195	1480
3567	12198	1476
3568	12201	1473
3569	12204	1469
3570	12207	1466
3571	12209	1463
3572	12211	1459
3573	12213	1455
3574	12216	1452
3575	12218	1448
3576	12220	1445
3577	12223	1441
3578	12226	1438
3579	12229	1434
3580	12233	1431
3581	12237	1428
3582	12241	1424
3583	12244	1421
3584	12246	1417
3585	12269	1416
3586	12338	1420
3587	12341	1417
3588	12343	1413
3589	12346	1410
3590	12351	1406
3591	12354	1403
3592	12356	1399
3593	12360	1396
3594	12363	1392
3595	12365	1389
3596	12368	1385
3597	12372	1382
3598	12377	1379
3599	12381	1375
3600	12384	1372
3601	12386	1368
3602	12388	1365
3603	12390	1361
3604	12392	1357
3605	12395	1354
3606	12397	1350
3607	12399	1347
3608	12402	1343
3609	12406	1340
3610	12410	1336
3611	12412	1333
3612	12414	1329
3613	12415	1326
3614	12418	1322
3615	12421	1319
3616	12423	1315
3617	12426	1312
3618	12431	1308
3619	12438	1305
3620	12441	1302
3621	12445	1298
3622	12449	1295
3623	12455	1292
3624	12457	1288
3625	12459	1285
3626	12462	1281
3627	12470	1278
3628	12477	1275
3629	12481	1272
3630	12484	1268
3631	12486	1265
3632	12488	1261
3633	12491	1258
3634	12495	1254
3635	12500	1251
3636	12503	1247
3637	12506	1244
3638	12507	1240
3639	12510	1237
3640	12513	1233
3641	12518	1230
3642	12521	1227
3643	12523	1223
3644	12527	1220
3645	12531	1216
3646	12533	1213
3647	12535	1209
3648	12537	1205
3649	12539	1202
3650	12543	1199
3651	12545	1195
3652	12547	1191
3653	12550	1188
3654	12552	1184
3655	12554	1181
3656	12558	1177
3657	12564	1174
3658	12568	1171
3659	12571	1167
3660	12574	1164
3661	12577	1160
3662	12581	1157
3663	12584	1154
3664	12586	1150
3665	12593	1147
3666	12597	1143
3667	12601	1140
3668	12604	1137
3669	12606	1133
3670	12609	1130
3671	12612	1126
3672	12617	1123
3673	12622	1119
3674	12625	1116
3675	12630	1113
3676	12638	1110
3677	12649	1107
3678	12652	1103
3679	12655	1100
3680	12658	1097
3681	12662	1093
3682	12665	1090
3683	12667	1086
3684	12670	1083
3685	12672	1079
3686	12677	1076
3687	12679	1072
3688	12681	1069
3689	12687	1065
3690	12695	1062
3691	12700	1059
3692	12704	1056
3693	12709	1052
3694	12712	1049
3695	12716	1045
3696	12718	1042
3697	12722	1038
3698	12726	1035
3699	12729	1032
3700	12732	1028
3701	12735	1025
3702	12741	1021
3703	12746	1018
3704	12750	1015
3705	12756	1011
3706	12761	1008
3707	12764	1005
3708	12767	1001
3709	12770	998
3710	12776	995
3711	12780	991
3712	12784	988
3713	12788	984
3714	12797	981
3715	12802	978
3716	12805	974
3717	12809	971
3718	12813	968
3719	12817	964
3720	12822	961
3721	12828	958
3722	12830	954
3723	12834	951
3724	12836	947
3725	12838	944
3726	12840	940
3727	12843	937
3728	12847	933
3729	12849	930
3730	12852	926
3731	12854	923
3732	12856	919
3733	12861	916
3734	12865	912
3735	12869	909
3736	12871	905
3737	12874	902
3738	12878	898
3739	12884	895
3740	12886	892
3741	12888	888
3742	12891	885
3743	12894	881
3744	12896	878
3745	12899	874
3746	12901	871
3747	12905	867
3748	12907	864
3749	12912	860
3750	12916	857
3751	12918	853
3752	13056	859
3753	13181	863
3754	13184	860
3755	13190	856
3756	13196	853
3757	13200	850
3758	13204	846
3759	13206	842
3760	13211	839
3761	13214	836
3762	13216	832
3763	13221	828
3764	13226	825
3765	13232	822
3766	13238	818
3767	13243	815
3768	13270	813
3769	13275	809
3770	13282	806
3771	13287	803
3772	13309	800
3773	13312	797
3774	13314	793
3775	13316	789
3776	13318	786
3777	13324	782
3778	13405	783
3779	13438	782
3780	13441	778
3781	13449	775
3782	13454	771
3783	13457	768
3784	13462	764
3785	13465	761
3786	13473	757
3787	13481	754
3788	13485	750
3789	13488	747
3790	13491	743
3791	13497	740
3792	13502	736
3793	13506	733
3794	13513	729
3795	13516	726
3796	13521	722
3797	13530	719
3798	13536	716
3799	13541	712
3800	13546	709
3801	13550	705
3802	13555	702
3803	13566	698
3804	13569	695
3805	13572	691
3806	13574	688
3807	13576	684
3808	13579	680
3809	13583	677
3810	13586	673
3811	13594	670
3812	13599	666
3813	13602	663
3814	13611	660
3815	13616	656
3816	13619	652
3817	13627	649
3818	13630	645
3819	13632	642
3820	13635	638
3821	13641	635
3822	13644	631
3823	13647	628
3824	13652	624
3825	13657	621
3826	13660	617
3827	13664	613
3828	13667	610
3829	13673	606
3830	13676	603
3831	13681	599
3832	13684	596
3833	13691	592
3834	13693	589
3835	13695	585
3836	13700	582
3837	13706	578
3838	13710	574
3839	13713	571
3840	13718	567
3841	13722	564
3842	13728	560
3843	13731	557
3844	13734	553
3845	13740	550
3846	13743	546
3847	13747	543
3848	13750	539
3849	13755	535
3850	13758	532
3851	13760	528
3852	13763	525
3853	13766	521
3854	13773	518
3855	13778	514
3856	13781	510
3857	13786	507
3858	13790	503
3859	13793	500
3860	13795	496
3861	13798	493
3862	13801	489
3863	13803	485
3864	13807	482
3865	13812	478
3866	13816	475
3867	13822	471
3868	13827	468
3869	13832	464
3870	13838	461
3871	13840	457
3872	13843	453
3873	13846	450
3874	13851	446
3875	13854	443
3876	13856	439
3877	13859	436
3878	13862	432
3879	13872	429
3880	13875	425
3881	13878	421
3882	13885	418
3883	13892	414
3884	13895	411
3885	13900	407
3886	13903	404
3887	13907	400
3888	13910	397
3889	13918	393
3890	13922	390
3891	13925	386
3892	13928	382
3893	13933	379
3894	13935	375
3895	13937	372
3896	13940	368
3897	13943	364
3898	13951	361
3899	13958	357
3900	13961	354
3901	13964	350
3902	13969	347
3903	13973	343
3904	13976	340
3905	13982	336
3906	13985	332
3907	13987	329
3908	13989	325
3909	13992	322
3910	13999	318
3911	14004	315
3912	14007	311
3913	14010	307
3914	14014	304
3915	14016	300
3916	14020	297
3917	14023	293
3918	14028	289
3919	14031	286
3920	14033	282
3921	14035	279
3922	14038	275
3923	14040	271
3924	14051	268
3925	14053	264
3926	14056	261
3927	14063	257
3928	14067	254
3929	14070	250
3930	14073	247
3931	14081	243
3932	14086	239
3933	14089	236
3934	14097	232
3935	14101	229
3936	14104	225
3937	14108	222
3938	14110	218
3939	14115	214
3940	14121	211
3941	14126	207
3942	14129	204
3943	14132	200
3944	14137	197
3945	14140	193
3946	14142	189
3947	14144	186
3948	14148	182
3949	14154	179
3950	14158	175
3951	14164	172
3952	14168	168
3953	14171	164
3954	14175	161
3955	14177	157
3956	14180	154
3957	14182	150
3958	14187	146
3959	14190	143
3960	14192	139
3961	14194	136
3962	14197	132
3963	14202	128
3964	14207	125
3965	14209	121
3966	14213	118
3967	14216	114
3968	14220	111
3969	14223	107
3970	14226	103
3971	14228	100
3972	14232	96
3973	14235	93
3974	14240	89
3975	14246	85
3976	14249	82
3977	14253	78
3978	14256	75
3979	14258	71
3980	14262	68
3981	14267	64
3982	14271	60
3983	14274	57
3984	14276	53
3985	14279	50
3986	14282	46
3987	14290	42
3988	14292	39
3989	14297	35
3990	14301	32
3991	14304	28
3992	14306	25
3993	14308	21
3994	14311	17
3995	14313	14
3996	14317	10
3997	14320	7
3998	14322	3
3999	14325	0
